org_id,patent_id
"TRIANA BIOMEDICINES, INC",WO2026035999A1
HANGZHOU INNOGATE PHARMA CO LTD,CN120659792A
杭州英创医药科技有限公司,CN120659792A
TRIANA BIOMEDICINES INC [US],WO2026035974A1
"TRIANA BIOMEDICINES, INC",WO2026035974A1
QUEST DIAGNOSTICS INVEST LLC [US],US2025277273A1
Quest Diagnostics Investments LLC,US2025277273A1
SHENZHEN TARGETRX INC,JP2025124707A
深▲チェン▼市塔吉瑞生物医薬有限公司,JP2025124707A
J2H BIOTECH CO LTD [KR],KR20250120789A
제이투에이치바이오텍 (주),KR20250120789A
SUZHOU YASHENG MEDICINE CO LTD,CN120513241A
ASCENTAGE PHARMA GROUP HONG KONG LTD,CN120513241A
"苏州亚盛药业有限公司,",CN120513241A
亚盛医药集团（香港）有限公司,CN120513241A
SHENZHEN TARGETRX INC,CN120504683A
深圳市塔吉瑞生物医药有限公司,CN120504683A
GENPREX INC [US],WO2025171187A1
UNIV MICHIGAN REGENTS [US],WO2025171187A1
"GENPREX, INC,",WO2025171187A1
THE REGENTS OF THE UNIVERSITY OF MICHIGAN,WO2025171187A1
TRIANA BIOMEDICINES INC [US],WO2026015344A1
MARCOUX DAVID [US],WO2026015344A1
LA DANIEL [US],WO2026015344A1
MEDIKONDA ARAVIND PRASAD [US],WO2026015344A1
DAUZHENKA TARAS [US],WO2026015344A1
BART AARON [US],WO2026015344A1
YU MAOLIN [US],WO2026015344A1
CASAUBON REBECCA [US],WO2026015344A1
"TRIANA BIOMEDICINES, INC,",WO2026015344A1
"MARCOUX, David,",WO2026015344A1
"LA, Daniel,",WO2026015344A1
"MEDIKONDA, Aravind, Prasad,",WO2026015344A1
"DAUZHENKA, Taras,",WO2026015344A1
"BART, Aaron,",WO2026015344A1
"YU, Maolin,",WO2026015344A1
"CASAUBON, Rebecca",WO2026015344A1
J2H BIOTECH INC [KR],WO2025165210A1
제이투에이치바이오텍 주식회사,WO2025165210A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],MX2025007662A
ASCENTAGE PHARMA GROUP CORP LTD [CN],MX2025007662A
"ASCENTAGE PHARMA (SUZHOU) CO., LTD,",MX2025007662A
ASCENTAGE PHARMA GROUP CORP LIMITED,MX2025007662A
NUVALENT INC [US],MX2025004213A
"NUVALENT, INC",MX2025004213A
INXMED NANJING CO LTD [CN],MX2025003721A
"INXMED (NANJING) CO., LTD",MX2025003721A
CHUGAI PHARMACEUTICAL CO LTD [JP],MX2025002214A
CHUGAI SEIYAKU KABUSHIKI KAISHA,MX2025002214A
SHENZHEN TARGETRX INC,CN120344244A
深圳市塔吉瑞生物医药有限公司,CN120344244A
UNIV YALE [US],US2025228918A1
Yale University,US2025228918A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],AU2024210803A1
ASCENTAGE PHARMA GROUP CORP LTD [CN],AU2024210803A1
"ASCENTAGE PHARMA (SUZHOU) CO., LTD,",AU2024210803A1
ASCENTAGE PHARMA GROUP CORP LIMITED,AU2024210803A1
HOFFMANN LA ROCHE [CH],TW202513075A
F. HOFFMANN-LA ROCHE AG,TW202513075A
CHUGAI PHARMACEUTICAL CO LTD [JP],MX2024015387A
CHUGAI SEIYAKU KABUSHIKI KAISHA,MX2024015387A
UNIV TEXAS [US],WO2025128880A1
"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",WO2025128880A1
UNIV ZHEJIANG,CN120118070A
浙江大学,CN120118070A
NOVARTIS AG [CH],TW202509017A
NOVARTIS AG,TW202509017A
GENOME RES LTD [GB],WO2025238172A1
MOSAIC THERAPEUTICS LTD [GB],WO2025238172A1
"GENOME RESEARCH LIMITED,",WO2025238172A1
MOSAIC THERAPEUTICS LIMITED,WO2025238172A1
SHENZHEN TARGETRX INC [CN],WO2025103408A1
深圳市塔吉瑞生物医药有限公司,WO2025103408A1
CHENGDU FENDI PHARMACEUTICAL CO LTD,CN120025316A
成都分迪药业有限公司,CN120025316A
NUVALENT INC,CN120035594A
纽威伦特公司,CN120035594A
JIANGSU TASLY DIYI PHARMACEUTICAL CO LTD,CN120004863A
江苏天士力帝益药业有限公司,CN120004863A
UNIV TEXAS [US],WO2025097041A1
"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",WO2025097041A1
FOUND MEDICINE INC [US],US2025146076A1
"FOUNDATION MEDICINE, INC",US2025146076A1
BLOSSOMHILL THERAPEUTICS INC [US],TW202504594A
"BLOSSOMHILL THERAPEUTICS, INC",TW202504594A
BRISTOL MYERS SQUIBB CO [US],WO2025221826A1
BRISTOL-MYERS SQUIBB COMPANY,WO2025221826A1
YINGSHI BIOTECHNOLOGY NANJING CO LTD,CN119947725A
应世生物科技（南京）有限公司,CN119947725A
THIRONA BIO INC [US],WO2025090562A1
"THIRONA BIO, INC",WO2025090562A1
THIRONA BIO INC [US],US2025134875A1
"Thirona Bio, Inc",US2025134875A1
NEUVOGEN INC [US],US2025134977A1
"NEUVOGEN, INC",US2025134977A1
INTERDICT BIO INC [US],US2025129021A1
"Interdict Bio, Inc",US2025129021A1
INXMED NANJING CO LTD [CN],AU2023350411A1
"INXMED (NANJING) CO., LTD",AU2023350411A1
NUVALENT INC [US],AU2023364043A1
"NUVALENT, INC",AU2023364043A1
SANOFI SA [FR],US2025114305A1
SANOFI,US2025114305A1
CHUGAI PHARMACEUTICAL CO LTD [JP],US2025114327A1
CHUGAI SEIYAKU KABUSHIKI KAISHA,US2025114327A1
CHUGAI PHARMACEUTICAL CO LTD,CN119789871A
中外制药株式会社,CN119789871A
INTERDICT BIO INC [US],WO2025064683A1
"INTERDICT BIO, INC",WO2025064683A1
INTERDICT BIO INC [US],WO2025064718A1
"INTERDICT BIO, INC",WO2025064718A1
CHILDRENS HOSPITAL PHILADELPHIA [US],US2025101134A1
UNIV PITTSBURGH COMMONWEALTH SYS HIGHER EDUCATION [US],US2025101134A1
"The Children's Hospital of Philadelphia,",US2025101134A1
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,US2025101134A1
JAPANESE FOUND FOR CANCER RES [JP],US2025099461A1
JAPANESE FOUNDATION FOR CANCER RESEARCH,US2025099461A1
INTERDICT BIO INC [US],US2025091989A1
"Interdict Bio, Inc",US2025091989A1
CEPHALON INC [US],MX372740B
"CEPHALON, INC",MX372740B
NOVARTIS AG,JP2025032086A
ノバルティス  アーゲー,JP2025032086A
CHUGAI PHARMACEUTICAL CO LTD [JP],AU2023334709A1
CHUGAI SEIYAKU KABUSHIKI KAISHA,AU2023334709A1
QILU PHARMACEUTICAL CO LTD,CN119552192A
齐鲁制药有限公司,CN119552192A
WANBANG BIOPHARMACEUTICALS [CN],WO2025040026A1
SHANGHAI FOSUN SHINOTECH PHARMACEUTICAL CO LTD [CN],WO2025040026A1
XUZHOU WANBANG JINQIAO PHARMA CO LTD [CN],WO2025040026A1
"江苏万邦生化医药集团有限责任公司,",WO2025040026A1
"上海复星星泰医药科技有限公司,",WO2025040026A1
徐州万邦金桥制药有限公司,WO2025040026A1
CHILDRENS MEDICAL CT CORP [US],US2025057930A1
The Children's Medical Center Corporation,US2025057930A1
IMMUNOMIC THERAPEUTICS INC [US],WO2025155971A1
"IMMUNOMIC THERAPEUTICS, INC",WO2025155971A1
INST NAT SANTE RECH MED [FR],WO2025176679A1
INST REGIONAL CANCER MONTPELLIER [FR],WO2025176679A1
UNIV MONTPELLIER [FR],WO2025176679A1
"INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE,",WO2025176679A1
"INSTITUT RÉGIONAL DU CANCER DE MONTPELLIER,",WO2025176679A1
UNIVERSITÉ DE MONTPELLIER,WO2025176679A1
CHUGAI PHARMACEUTICAL CO LTD,CN119451699A
中外制药株式会社,CN119451699A
FOND TELETHON ETS 70% [IT],US2025049888A1
UNIV DEGLI STUDI DI TRENTO 30% [IT],US2025049888A1
"FONDAZIONE TELETHON ETS (70%),",US2025049888A1
UNIVERSITA' DEGLI STUDI DI TRENTO (30%),US2025049888A1
CHUGAI PHARMACEUTICAL CO LTD [JP],AU2023304031A1
CHUGAI SEIYAKU KABUSHIKI KAISHA,AU2023304031A1
JOINT BIOSCIENCES SH LTD [CN],EP4670728A1
Joint Biosciences (SH) Ltd,EP4670728A1
JOINT BIOSCIENCES SH LTD [CN],WO2025020545A1
上海荣瑞医药科技有限公司,WO2025020545A1
SICHUAN CANCER HOSPITAL,CN119330969A
四川省肿瘤医院,CN119330969A
UNIV SOUTHERN SCI & TECH,CN119306762A
南方科技大学,CN119306762A
UTI LP [CA],US2025002608A1
UTI Limited Partnership,US2025002608A1
BLOSSOMHILL THERAPEUTICS INC [US],WO2024263889A2
"BLOSSOMHILL THERAPEUTICS, INC",WO2024263889A2
ONCOBIX CO LTD [KR],KR20240169509A
주식회사 온코빅스,KR20240169509A
HALDA THERAPEUTICS OPCO INC [US],US2024408093A1
"HALDA THERAPEUTICS OPCO, INC",US2024408093A1
WEST CHINA HOSPITAL SICHUAN UNIV,CN119119002A
四川大学华西医院,CN119119002A
MBIOMETHERAPEUTICS CO LTD [KR],US2024408152A1
"MBIOMETHERAPEUTICS CO., LTD",US2024408152A1
NOVARTIS AG [CH],RS66041B1
NOVARTIS AG,RS66041B1
UNIV TEXAS [US],WO2024249331A1
US GOV VETERANS AFFAIRS [US],WO2024249331A1
HABIB AMYN [US],WO2024249331A1
"THE BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM,",WO2024249331A1
"THE UNITED STATES GOVERNMENT AS REPRESENTED BY THE DEPARTMENT OF VETERANS AFFAIRS,",WO2024249331A1
"HABIB, Amyn",WO2024249331A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],TW202434246A
ASCENTAGE PHARMA GROUP CORP LTD [HK],TW202434246A
"ASCENTAGE PHARMA(SUZHOU)CO., LTD,",TW202434246A
ASCENTAGE PHARMA GROUP CORP LIMITED,TW202434246A
ONCOBIX CO LTD [KR],WO2024242360A1
주식회사 온코빅스,WO2024242360A1
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD,CN119584964A
正大天晴药业集团股份有限公司,CN119584964A
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD [CN],PH12021552931A1
"CHIA TAI TIANQING PHARMACEUTICAL GROUP CO., LTD",PH12021552931A1
MBIOMETHERAPEUTICS CO LTD [KR],KR20240161864A
주식회사 엠바이옴쎄라퓨틱스,KR20240161864A
TURNING POINT THERAPEUTICS INC,NZ738832A
Turning Point Therapeutics Inc,NZ738832A
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD,CN118267370A
正大天晴药业集团股份有限公司,CN118267370A
MBIOMETHERAPEUTICS CO LTD [KR],WO2024117703A1
주식회사 엠바이옴쎄라퓨틱스,WO2024117703A1
QILU PHARMACEUTICAL CO LTD,CN118043329A
齐鲁制药有限公司,CN118043329A
INXMED NANJING CO LTD [CN],EP4595963A1
"Inxmed (Nanjing) Co., Ltd",EP4595963A1
EXELIXIS INC [US],UA121655C2
"ЕКСЕЛІКСІС, ІНК.,",UA121655C2
"ЭКСЕЛИКСИС, ИНК.",UA121655C2
INXMED NANJING CO LTD [CN],WO2024067631A1
应世生物科技（南京）有限公司,WO2024067631A1
PLUS VITECH S L [ES],US2024082273A1
"PLUS VITECH, S.L",US2024082273A1
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD [CN],WO2024022282A1
正大天晴药业集团股份有限公司,WO2024022282A1
TYK MEDICINES INC [CN],US2024025908A1
"TYK MEDICINES, INC",US2024025908A1
NUVALENT INC [US],WO2024086634A1
"NUVALENT, INC",WO2024086634A1
HEJING MEDICAL TECH SHANGHAI CO LTD,CN116940581A
和径医药科技（上海）有限公司,CN116940581A
JAPANESE FOUND FOR CANCER RES,CN116847845A
公益财团法人癌研究会,CN116847845A
ZHEJIANG HISUN PHARM CO LTD,JP2023134749A
SHANGHAI ARYL PHARMTECH CO LTD,JP2023134749A
"浙江海正薬業股▲ふん▼有限公司,",JP2023134749A
上海昂睿医薬技術有限公司,JP2023134749A
MINDRANK AI LTD [CN],WO2023179600A1
杭州德睿智药科技有限公司,WO2023179600A1
UNIV GUANGZHOU MEDICAL [CN],US2023287374A1
GMU NEW DRUG DEV CO LTD [CN],US2023287374A1
"Guangzhou Medical University,",US2023287374A1
"GMU New Drug Development Co., Ltd",US2023287374A1
SEOUL NAT UNIV R&DB FOUNDATION [KR],US2023242670A1
NAT CANCER CT [KR],US2023242670A1
ASAN FOUND [KR],US2023242670A1
UNIV ULSAN FOUND IND COOP [KR],US2023242670A1
"Seoul National University R&DB Foundation,",US2023242670A1
"NATIONAL CANCER CENTER,",US2023242670A1
"THE ASAN FOUNDATION,",US2023242670A1
"University of Ulsan Foundation For Industry Cooperation,",US2023242670A1
"SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION, NATIONAL CANCER CENTER,",US2023242670A1
"THE ASAN FOUNDATION, UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION",US2023242670A1
QILU PHARMACEUTICAL CO LTD [CN],TW202317117A
"QILU PHARMACEUTICAL CO., LTD",TW202317117A
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD [CN],US2023227460A1
"CSPC ZHONGQI PHARMACEUTICAL TECHNOLOGY (SHIJIAZHUANG) CO., LTD",US2023227460A1
TYK MEDICINES INC [CN],MX2021013576A
"TYK MEDICINES, INC",MX2021013576A
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD [CN],MX2021014166A
"CHIA TAI TIANQING PHARMACEUTICAL GROUP CO., LTD",MX2021014166A
UNIV GUANGZHOU MEDICAL [CN],WO2023108929A1
广州医科大学,WO2023108929A1
MBIOMETHERAPEUTICS CO LTD [KR],KR20230081973A
주식회사 엠바이옴쎄라퓨틱스,KR20230081973A
SHANDONG XUANZHU PHARMA CO LTD [CN],US2023183265A1
XUANZHU BIOPHARMACEUTICAL CO LTD [CN],US2023183265A1
"SHANDONG XUANZHU PHARMA CO., LTD,",US2023183265A1
"XUANZHU BIOPHARMACEUTICAL CO., LTD",US2023183265A1
MBIOMETHERAPEUTICS CO LTD [KR],EP4442805A1
"Mbiometherapeutics Co., Ltd",EP4442805A1
MBIOMETHERAPEUTICS CO LTD [KR],WO2023101349A1
주식회사 엠바이옴쎄라퓨틱스,WO2023101349A1
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD [CN],WO2023083362A1
石药集团中奇制药技术（石家庄）有限公司,WO2023083362A1
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD,CN116115618A
石药集团中奇制药技术（石家庄）有限公司,CN116115618A
QILU PHARMACEUTICAL CO LTD [CN],WO2023061434A1
齐鲁制药有限公司,WO2023061434A1
UNIV COLORADO REGENTS [US],WO2023059801A1
"THE REGENTS OF THE UNIVERSITY OF COLORADO, A BODY CORPORATE",WO2023059801A1
GUANGZHOU JOYO PHARMATECH CO LTD [CN],TW202246288A
"GUANGZHOU JOYO PHARMATECH CO., LTD",TW202246288A
CSPC ZHONGQI PHARMACEUTICAL TECHNOLOGY SHIJIAZHUANG CO LTD [CN],AU2021270672A1
"CSPC ZHONGQI PHARMACEUTICAL TECHNOLOGY (SHIJIAZHUANG) CO., LTD",AU2021270672A1
GUANGZHOU JOYO PHARMATECH CO LTD [CN],US2023002410A1
"GUANGZHOU JOYO PHARMATECH CO., LTD",US2023002410A1
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD,CN115551859A
石药集团中奇制药技术（石家庄）有限公司,CN115551859A
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD [CN],CA3173804A1
"CSPC ZHONGQI PHARMACEUTICAL TECHNOLOGY (SHIJIAZHUANG) CO., LTD",CA3173804A1
IGNYTA INC [US],KR20220165787A
NERVIANO MEDICAL SCIENCES SRL [IT],KR20220165787A
"이그니타, 인코포레이티드,",KR20220165787A
네르비아노 메디칼 사이언시스 에스.알.엘.,KR20220165787A
JING MEDICINE TECH LTD [CN],WO2022242725A1
和径医药科技（上海）有限公司,WO2022242725A1
GUANGZHOU JOYO PHARMATECH CO LTD [CN],WO2022242688A1
广州嘉越医药科技有限公司,WO2022242688A1
GUANGZHOU JIAYUE MEDICAL TECH CO LTD,CN115368379A
广州嘉越医药科技有限公司,CN115368379A
SOUTHEAST PHARMACEUTICALS CO LTD,CN115246843A
苏州东南药业股份有限公司,CN115246843A
CELL SIGNALING TECHNOLOGY INC [US],US2022267854A1
"CELL SIGNALING TECHNOLOGY, INC",US2022267854A1
JAPANESE FOUND FOR CANCER RES [JP],EP4292595A1
Japanese Foundation For Cancer Research,EP4292595A1
JAPANESE FOUND FOR CANCER RES [JP],WO2022173021A1
公益財団法人がん研究会,WO2022173021A1
ZHEJIANG HISUN PHARM CO LTD [CN],US2022235070A1
HISUN ACCURAY THERAPEUTICS CO LTD [CN],US2022235070A1
"ZHEJIANG HISUN PHARMACEUTICAL CO., LTD,",US2022235070A1
"HISUN ACCURAY THERAPEUTICS CO., LTD,",US2022235070A1
"SHANGHAI ARYL PHARMTECH CO., LTD,",US2022235070A1
"Shanghai Aryl Pharmtech Co., Ltd",US2022235070A1
GUANGZHOU BAITING MEDICINE TECH CO LTD,CN114763360A
广州百霆医药科技有限公司,CN114763360A
GUANGZHOU JIAYUE MEDICAL TECH CO LTD,CN114761407A
广州嘉越医药科技有限公司,CN114761407A
UNIV GUANGZHOU MEDICAL,CN114540325A
广州医科大学,CN114540325A
TYK MEDICINES INC [CN],WO2022095910A1
浙江同源康医药股份有限公司,WO2022095910A1
UNIV OREGON HEALTH & SCIENCE [US],US2022133715A1
OREGON HEALTH & SCIENCE UNIVERSITY,US2022133715A1
ZHEJIANG HOMOLOGOUS KANG MEDICINE CO LTD,CN114437077A
浙江同源康医药股份有限公司,CN114437077A
ZHEJIANG TONGYUANKANG MEDICINE CO LTD [CN],TW202142541A
"ZHEJIANG TONGYUANKANG MEDICINE CO., LTD",TW202142541A
TYK MEDICINES INC [CN],US2022089603A1
"TYK MEDICINES, INC",US2022089603A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],EP4011376A2
"Ascentage Pharma (Suzhou) Co., Ltd",EP4011376A2
TYK MEDICINES INC [CN],AU2020270303A1
"TYK MEDICINES, INC",AU2020270303A1
TYK MEDICINES INC [CN],CA3142088A1
"TYK MEDICINES, INC",CA3142088A1
PLUS VITECH S L [ES],WO2022117811A1
"PLUS VITECH, S.L",WO2022117811A1
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD,CN113747900A
正大天晴药业集团股份有限公司,CN113747900A
ZHEJIANG HISUN PHARM CO LTD,CN113727984A
SHANGHAI ANGRUI PHARMACEUTICAL TECH CO LTD,CN113727984A
"浙江海正药业股份有限公司,",CN113727984A
上海昂睿医药技术有限公司,CN113727984A
ARRAY BIOPHARMA INC [US],TN2019000263A1
ARRAY BIOPHARMA INC,TN2019000263A1
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD [CN],EP4151635A1
"CSPC Zhongqi Pharmaceutical Technology (Shijiazhuang) Co., Ltd",EP4151635A1
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD [CN],WO2021228248A1
石药集团中奇制药技术（石家庄）有限公司,WO2021228248A1
SHANDONG XUANZHU PHARMA CO LTD [CN],WO2021223748A1
XUANZHU BIOPHARMACEUTICAL CO LTD [CN],WO2021223748A1
SHANDONG XUANZHU PHARMA CO LTD [CN],EP4148055A1
XUANZHU BIOPHARMACEUTICAL CO LTD [CN],EP4148055A1
"Shandong Xuanzhu Pharma Co., Ltd,",EP4148055A1
"Xuanzhu Biopharmaceutical Co., Ltd",EP4148055A1
XUANZHU PHARMA CO LTD,CN113620974A
XUANZHU BIOLOGICAL TECH CO LTD,CN113620974A
"山东轩竹医药科技有限公司,",CN113620974A
"轩竹生物科技有限公司,",CN113620974A
轩竹生物科技股份有限公司,CN113620974A
CRYSTAL PHARMACEUTICAL SUZHOU CO LTD [CN],US2021332014A1
"Crystal Pharmaceutical (Suzhou) Co., Ltd",US2021332014A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],US2021330669A1
"ASCENTAGE PHARMA (SUZHOU) CO., LTD",US2021330669A1
ZHEJIANG HISUN PHARM CO LTD,CN113527298A
SHANGHAI ANGRUI PHARMACEUTICAL TECH CO LTD,CN113527298A
"浙江海正药业股份有限公司,",CN113527298A
上海昂睿医药技术有限公司,CN113527298A
ANGEX PHARMACEUTICAL INC [US],WO2021206955A1
"ANGEX PHARMACEUTICAL, INC",WO2021206955A1
EXELIXIS INC,NZ725576A
NERVIANO MEDICAL SCIENCES SRL,NZ722405A
IGNYTA INC,NZ722405A
"NERVIANO MEDICAL SCIENCES S.R.L,",NZ722405A
XUANZHU PHARMA CO LTD,CN113135938A
山东轩竹医药科技有限公司,CN113135938A
SHENZHEN CHIPSCREEN BIOSCIENCES CO LTD [CN],TW202114666A
"SHENZHEN CHIPSCREEN BIOSCIENCES CO., LTD",TW202114666A
GUANGZHOU JOYO PHARMATECH CO LTD [CN],EP4063365A1
"GUANGZHOU JOYO PHARMATECH CO., LTD",EP4063365A1
ZHEJIANG TONGYUANKANG MEDICINE CO LTD,CN112867717A
浙江同源康医药股份有限公司,CN112867717A
MEDSHINE DISCOVERY INC [CN],WO2021098703A1
南京明德新药研发有限公司,WO2021098703A1
NAT GUARD HEALTH AFFAIRS [SA],US2021148907A1
KING SAUD BIN ABDULAZIZ UNIV FOR HEALTH SCIENCES [SA],US2021148907A1
KING ABDULLAH INTERNATIONAL MEDICAL RES CENTER [SA],US2021148907A1
KING ABDULAZIZ CITY SCI & TECH [SA],US2021148907A1
"National Guard Health Affairs,",US2021148907A1
"King Saud bin Abdulaziz University for Health Sciences,",US2021148907A1
"King Abdullah International Medical Research Center,",US2021148907A1
King Abdulaziz City for Science and Technology,US2021148907A1
IGNYTA INC [US],US2021113555A1
"IGNYTA, INC",US2021113555A1
ARRAY BIOPHARMA INC [US],JOP20190213A1
ARRAY BIOPHARMA INC,JOP20190213A1
SUZHOU ZELGEN BIOPHARMACEUTICALS CO LTD,CN112645929A
SHANGHAI ZELGEN PHARMA TECH CO LTD,CN112645929A
"苏州泽璟生物制药股份有限公司,",CN112645929A
上海泽璟医药技术有限公司,CN112645929A
SUZHOU KERUISI PHARMACEUTICAL CO LTD,CN112638880A
苏州科睿思制药有限公司,CN112638880A
EXELIXIS INC [US],EP3906921A1
"Exelixis, Inc",EP3906921A1
ASCENTAGE PHARMA SUZHOU CO LTD [CN],AU2019314625A1
"ASCENTAGE PHARMA (SUZHOU) CO., LTD",AU2019314625A1
C4 THERAPEUTICS INC,AU2024374279A1
"C4 THERAPEUTICS, INC",AU2024374279A1
HAISCO PHARMACEUTICAL GROUP CO LTD [CN],TW202545530A
"HAISCO PHARMACEUTICAL GROUP CO., LTD",TW202545530A
HAISCO PHARMACEUTICAL GROUP CO LTD [CN],TW202543633A
"HAISCO PHARMACEUTICAL GROUP CO., LTD",TW202543633A
UNIV NORTH CAROLINA STATE [US],US20260015669A1
North Carolina State University,US20260015669A1
DANA FARBER CANCER INST INC [US],WO2026015522A1
BROAD INST INC [US],WO2026015522A1
"DANA-FARBER CANCER INSTITUTE, INC,",WO2026015522A1
"THE BROAD INSTITUTE, INC",WO2026015522A1
ORSZAGOS ONKOLOGIAI INTEZET [HU],AU2024290776A1
ORSZÁGOS ONKOLÓGIAI INTÉZET,AU2024290776A1
FUNDACI? PRIVADA INST DINVESTIGACI? ONCOL?GICA DE VALL HEBRON [ES],IL325025A
INSTITUCI? CATALANA DE RECERCA I ESTUDIS AVAN?ATS [ES],IL325025A
ZACARIAS FLUCK MARIANO FEDERICO [ES],IL325025A
KAUR JASTRINJAN [CH],IL325025A
SOUCEK LAURA [ES],IL325025A
"FUNDACI? PRIVADA INSTITUT D'INVESTIGACI? ONCOL?GICA DE VALL HEBRON,",IL325025A
"INSTITUCI? CATALANA DE RECERCA I ESTUDIS AVAN?ATS,",IL325025A
"ZACARIAS FLUCK Mariano Federico,",IL325025A
"KAUR Jastrinjan,",IL325025A
SOUCEK Laura,IL325025A
FUNDACIO PRIVADA INSTITUT D INVESTIG,CN121263199A
FUNDACIO PRIVADA INST CATALANA DE RECERCA I ESTUDIS AVANCATS,CN121263199A
"瓦尔希伯伦私人肿瘤研究基金会,",CN121263199A
卡塔兰研究和高级研究院,CN121263199A
FUNDACIO PRIVADA INST DINVESTIGACIO ONCOLÒGICA DE VALL HEBRON [ES],AU2024285758A1
INST CATALANA RECERCA ESTUDIS AVANCATS [ES],AU2024285758A1
"FUNDACIÓ PRIVADA INSTITUT D'INVESTIGACIÓ ONCOLÒGICA DE VALL HEBRON,",AU2024285758A1
INSTITUCIÓ CATALANA DE RECERCA I ESTUDIS AVANÇATS,AU2024285758A1
ARRAY BIOPHARMA INC [US],UA130198C2
АРРЕЙ БАЙОФАРМА ІНК.,UA130198C2
BEIGENE SUZHOU CO LTD [CN],WO2025252204A1
BEONE MEDICINES Ⅰ GMBH [CH],WO2025252204A1
"BEIGENE (SUZHOU) CO., LTD,",WO2025252204A1
BEONE MEDICINES Ⅰ GMBH,WO2025252204A1
NURIX THERAPEUTICS INC [US],MX2025012819A
"NURIX THERAPEUTICS, INC",MX2025012819A
SHENZHEN TARGETRX INC [CN],WO2025247371A1
深圳市塔吉瑞生物医药有限公司,WO2025247371A1
MSD INT GMBH,CA3257280A1
PFIZER,CA3257280A1
LILLY CO ELI,CA3257280A1
"MSD INTERNATIONAL GMBH,",CA3257280A1
"PFIZER INC,",CA3257280A1
ELI LILLY AND COMPANY,CA3257280A1
UNIV OREGON HEALTH & SCIENCE [US],AU2024280850A1
US GOV VETERANS AFFAIRS [US],AU2024280850A1
YEDA RES & DEV [IL],AU2024280850A1
"OREGON HEALTH & SCIENCE UNIVERSITY,",AU2024280850A1
"THE UNITED STATES GOVERNMENT AS REPRESENTED BY THE DEPARTMENT OF VETERANS AFFAIRS,",AU2024280850A1
YEDA RESEARCH AND DEVELOPMENT CO. LTD,AU2024280850A1
C4 THERAPEUTICS INC [US],TW202535881A
"C4 THERAPEUTICS, INC",TW202535881A
BAYER AG [DE],TW202535366A
BAYER AKTIENGESELLSCHAFT,TW202535366A
SHENZHEN TARGETRX INC,CN121045145A
深圳市塔吉瑞生物医药有限公司,CN121045145A
UNIV TSINGHUA,CN120983448A
清华大学,CN120983448A
NURIX THERAPEUTICS INC [US],AU2024260700A1
"NURIX THERAPEUTICS, INC",AU2024260700A1
NURIX THERAPEUTICS INC [US],IL323616A
PENG GE [US],IL323616A
WU JEFFREY [US],IL323616A
"NURIX THERAPEUTICS INC,",IL323616A
"PENG Ge,",IL323616A
WU Jeffrey,IL323616A
HAISCO PHARMACEUTICAL GROUP CO LTD [CN],ZA202501471B
"HAISCO PHARMACEUTICAL GROUP CO., LTD",ZA202501471B
HOFFMANN LA ROCHE [US],US2025339432A1
Hoffmann-La Roche Inc,US2025339432A1
UNIV SOUTHERN SCI & TECH,CN120829970A
南方科技大学,CN120829970A
UNIV CALIFORNIA [US],WO2025217328A1
